hsa.miR.19b.3p,hsa.miR.1273h.3p,hsa.miR.4433a.3p,hsa.miR.485.3p,hsa.let.7b.5p,hsa.miR.134.5p,hsa.miR.106b.5p,hsa.miR.182.5p,hsa.miR.17.5p,hsa.miR.1304.3p,hsa.miR.30d.5p,hsa.miR.20b.5p,hsa.miR.421,hsa.miR.4433b.5p,hsa.miR.320b,hsa.miR.375.3p,hsa.miR.500a.3p,hsa.miR.139.3p,hsa.miR.493.5p,Class
11.66043082,3.80775549,5.868111432,7.516518525,15.86474458,6.309504784,7.729533497,9.524861625,10.27029071,3.30406513,11.84953757,10.18037208,6.288972636,5.868111432,8.339983723,7.650097888,1.995196972,7.237288227,2.075671078,Control
11.5574062,3.45651743,5.867989401,7.606657435,14.67211196,7.306673288,5.150904736,9.581451909,8.721165091,2.472974605,12.66044468,9.521100916,6.659320327,5.867989401,7.482522205,8.037293069,5.317788494,6.068009438,4.994680971,Control
10.346959,3.930738323,6.964457376,7.849733453,15.87544786,6.48310106,3.961345313,8.40724178,7.561868742,4.886994694,13.73219362,9.100651875,7.776307256,6.964457376,9.426049259,6.546738336,5.60398383,6.888652962,2.738359808,Control
10.62529405,4.057970786,4.869935385,4.59290264,14.99767101,4.778867588,6.640544118,10.55584221,9.103400709,2.731882501,12.71084974,9.258908627,6.343205911,4.869935385,8.145787227,6.99106012,5.542957285,6.706229977,1.628727883,Control
9.541577109,5.140519162,9.152341895,9.506289782,15.92640073,8.912908778,3.541149795,9.027473463,7.788529082,3.653944984,12.04469461,9.218792319,5.962359213,9.152341895,10.01371657,8.953426127,5.453809742,7.79287317,4.821059202,Control
10.16815791,4.239959397,6.815455508,6.89337934,15.4551244,5.691514222,5.811394503,10.20899453,9.003503153,3.336522786,12.94872879,9.242501885,6.203587976,6.815455508,8.624736946,9.509207909,5.223071065,7.280870173,3.412899205,Control
10.6106995,3.657749525,6.733242386,8.279466022,15.20454619,7.640578294,6.081185749,10.36421772,9.069429899,3.491001848,12.95161745,9.614347364,6.690424911,6.733242386,8.886254734,6.21174804,5.196607033,7.340514171,5.502595198,Control
10.2213554,5.41820888,7.744761399,7.685134606,14.86048487,7.353248701,5.24668059,8.112797561,8.527801902,2.49328269,12.29560998,9.121193885,6.321907286,7.744761399,9.380819725,8.021996689,4.947659678,8.348866717,2.782164482,Control
10.69702284,1.622271671,7.107011876,6.502478694,15.10890587,6.944015251,5.852380076,10.4241979,8.813533354,4.035392564,12.51076038,9.101012706,6.519208548,7.107011876,8.365132174,6.659283856,5.420778486,6.731880018,4.65238848,Control
10.80840584,5.117306635,8.68239372,8.531166822,15.1244967,7.231088378,4.834619726,10.02000592,8.92856306,4.40195207,12.18754447,9.609598341,6.576428705,8.68239372,8.567350789,8.469058882,5.449084384,7.461051944,3.253077796,Control
11.62223397,4.284118567,5.32580377,5.962993784,15.8816459,7.16257127,5.998313261,10.13847809,8.112416805,3.60358957,12.29623487,9.514519871,7.017523602,5.32580377,8.531731924,5.716672109,5.260312004,6.546971693,2.808051439,Control
11.07069042,3.97260875,5.802788724,3.969446183,15.01726463,4.767727471,5.205233631,9.546284857,8.19530699,5.128188224,13.21557057,9.011917739,7.18819093,5.802788724,8.080059259,6.229082842,5.908154797,5.766991026,1.596628654,Control
11.10976464,4.032596823,5.47969437,5.46704032,16.10910858,6.808735237,6.990941716,11.12116057,9.311317485,3.944736105,12.8204766,9.902305391,6.922332835,5.47969437,8.421420928,5.50242815,5.699194263,6.901777432,3.094766405,Control
11.02822133,3.842627742,6.736372692,2.229287317,15.7255791,3.401734545,6.82559285,10.17146459,9.360921935,3.6901046,13.08605046,9.776956557,6.577086755,6.736372692,7.736412465,8.420614885,5.646179549,6.575789298,0.883998996,Control
10.71228967,3.885323408,8.28151584,7.120973128,15.57470804,5.985436246,5.521663313,10.00690346,9.028761989,2.379614827,11.63633425,9.234374988,5.684598696,8.28151584,9.248063983,8.629384001,-1.289608242,7.143788023,-1.939582085,Control
10.52554201,3.459041177,8.906177372,8.048529805,15.49861598,6.994799516,5.487153101,9.24280798,9.429303423,3.629052322,11.49573578,9.027199443,6.746512809,8.906177372,8.795896341,9.033065276,3.942028247,7.362047268,6.063341951,Control
10.70757716,3.893639935,8.227469792,7.051822654,15.25892225,5.55275481,6.057639254,9.177448318,9.129433324,3.95057706,11.97926755,8.818857965,6.190830359,8.227469792,8.997420331,8.856751796,6.211538016,6.821555609,-2.135724908,Control
10.91671643,3.904224887,6.328440494,7.92958823,15.06377882,6.326139814,5.293107404,8.934393257,8.365525971,4.886831811,12.37745893,8.588949842,6.480981586,6.328440494,8.708353799,7.952477929,3.143937413,6.824774895,4.590330498,Control
9.308045659,5.331837483,9.46633408,8.994099811,14.10298549,7.987174967,1.548085695,7.078832937,7.545056494,4.643080198,12.50380189,6.610743951,6.155235792,9.46633408,9.183603708,5.687997377,4.574013714,7.884785593,4.416328789,Control
11.33250846,4.051409207,6.657628586,7.211930663,15.70055261,6.184175792,7.007196254,9.467164221,9.259051984,4.273199201,12.36256589,9.453576097,6.367292175,6.657628586,8.699264246,7.756591619,4.630710947,6.8657266,3.125987717,Control
10.49526453,3.95735474,8.401121967,3.314163411,15.94304868,5.079329416,3.476254602,9.377450009,7.636546453,4.222085764,11.32016044,8.986615922,6.5048407,8.401121967,9.508676271,8.772582006,5.45568994,7.292823573,3.657099755,Control
10.81767282,4.723944718,6.930280742,8.747147311,15.78347738,7.850799463,4.396024578,9.839339257,7.889533616,3.731973137,12.18082533,8.775625276,6.60894549,6.930280742,10.2703079,8.631063862,3.487283134,8.016011637,3.925410453,Control
11.32221076,5.429813622,1.874579816,8.277275812,16.63781188,7.914829318,4.557170862,11.03151469,7.615588864,-1.905955813,12.47419543,9.345909417,6.986100668,1.874579816,8.6981695,8.007243646,-0.696195369,6.421161655,-1.329398684,Control
10.54701379,3.938170436,8.062085073,7.793783464,16.05649234,4.552720936,4.898088746,10.11983786,8.528302136,4.866762032,11.64109274,9.030451001,6.124502289,8.062085073,8.93288291,9.659368198,4.523579637,7.762998208,-2.510780824,Control
10.06265092,-0.006401048,9.131552117,8.680073785,15.49657823,7.836276407,5.017554947,10.2297676,7.785372632,3.173574382,11.7339424,8.441831059,5.837476694,9.131552117,9.155660227,8.864464259,4.559779428,7.997110659,-0.403085113,Control
10.48870839,6.686961947,3.212260325,4.707439916,15.78707753,9.195363076,7.550620043,11.43311482,7.416157974,-0.456912732,12.81366278,3.905411055,2.903000998,3.212260325,10.73755393,13.2522887,0.685546048,8.719255072,0.091392329,Control
10.95611958,3.366889529,6.42458074,2.760918198,16.10671285,6.523198486,5.534802316,10.4244487,8.195600243,3.574613511,11.83318965,9.472618924,6.091571985,6.42458074,9.292385418,8.118237995,4.988659063,6.985373109,4.582678023,Control
11.49967964,3.634855456,7.314944132,7.865180653,16.3298596,6.4927311,6.809724815,11.50909737,9.504432576,3.38948164,11.77669979,10.03452547,6.83704111,7.314944132,8.717946284,7.629339224,3.745630891,6.933258311,-2.2886509,Control
10.85163023,1.737443011,8.160917945,6.795266564,16.31237581,3.861080443,5.317430858,9.355100344,8.010220798,0.768926001,11.87059936,9.553571925,7.167782438,8.160917945,8.783863002,8.742542676,1.854449975,7.224364099,1.293330821,Control
11.79791078,0.29186182,3.692507389,6.600952539,16.74025643,3.464858454,9.148982841,10.16670006,10.69782093,3.069419717,13.31456695,11.53575194,7.342287032,3.692507389,7.789931999,7.323236796,6.013491772,4.92430332,-0.644765115,Control
12.78803986,-0.25734635,1.756682813,5.557027279,16.23993583,1.316006912,9.634988484,10.42910125,11.08429243,3.431181533,14.52460011,11.7695023,7.880091338,1.756682813,7.599537464,4.047905672,7.461237895,5.298337995,-0.115374463,Control
12.61035747,-3.147196447,-0.129938985,2.185170127,16.55380355,1.068383675,8.526051065,10.75565244,10.91780422,3.045989374,13.91785186,11.78809418,7.646458123,-0.129938985,6.931933068,2.881991399,6.86114587,3.646159166,-1.721982937,Control
10.86341594,4.394341204,8.273703508,7.456263524,15.04619229,7.16651257,5.924482184,9.136984555,8.858200912,4.399563069,13.29167032,9.986810227,6.776833254,8.273703508,8.284162772,4.689397001,5.483936053,6.962349149,3.329186872,Control
9.582759256,3.800913904,9.878794713,10.4964282,15.01525562,9.942538663,4.310660572,8.390954496,7.999654683,3.487057953,12.29583065,8.276552002,5.832596427,9.878794713,9.126555039,7.947827075,4.510394547,8.014735431,5.803246346,Control
10.58830144,4.161805444,7.623170659,8.11508186,15.95474843,6.568612079,6.928719108,9.689244404,9.439502535,0.4557086,12.59961806,9.46905233,7.03376595,7.623170659,9.223961982,7.683740995,5.545118519,7.35989697,2.920530087,Control
9.63505972,4.619257459,8.538316366,9.493646474,14.94994718,8.617322502,4.363856035,9.018951668,7.941228364,4.249810809,12.10428956,8.576060466,5.880039047,8.538316366,9.075694351,8.402317238,3.484913111,7.580745947,6.72513859,Control
9.440230656,5.09228658,7.976378533,8.907617682,16.03572004,9.17957166,6.006852199,9.088644694,7.908142498,4.83753782,13.22549629,9.357557152,6.600614855,7.976378533,8.94225711,6.011677394,4.134478857,7.643301709,4.344091355,Control
10.44884348,5.005969021,6.524186593,2.706359389,16.37519182,4.85163571,7.362512656,11.48559128,9.591185681,3.630714743,12.43095688,9.773687032,6.192057295,6.524186593,9.915913814,7.614800224,2.109347335,6.801825132,-0.988459375,Control
9.411104958,4.837510571,7.543575114,8.326102879,15.308255,7.324576586,5.780052466,9.448598235,8.401255989,2.991460689,12.7782532,8.955065224,6.533474665,7.543575114,9.040984136,6.455406983,4.947166878,7.413616245,4.790633257,Control
10.10601451,4.741373558,7.156558586,8.097077527,14.96710779,8.400182815,4.247643775,9.315406805,8.264290785,4.242444924,12.31802292,8.766620908,6.673190808,7.156558586,8.668167371,7.279998133,4.963080627,7.56218525,5.088166388,Control
9.950662894,3.897576061,7.495693137,7.597879757,14.96867172,6.645940092,4.164409155,8.291030807,8.642982216,3.974823723,11.91827293,9.189622076,6.12593646,7.495693137,8.653359192,8.396453034,3.325213703,6.876051137,3.247574229,Control
9.895724062,6.01900454,8.217863824,8.114417372,14.94139033,7.382413964,3.722541245,9.243314478,8.137078806,4.384199893,12.25900256,8.952603946,6.320941272,8.217863824,8.8065361,6.654289594,4.660564221,7.476434841,5.0659368,Control
9.749578909,5.710712596,5.785163426,6.794255563,15.66066694,8.158918159,3.255101767,8.925615387,7.546829479,5.132956006,12.41572021,8.210614567,6.472263399,5.785163426,10.1377008,6.284609091,4.675628435,7.900110723,5.513727357,Control
10.03882904,6.192713058,4.487517742,7.200925913,15.04050761,8.599390014,4.681349351,7.963583402,7.48497952,4.86802709,13.16625403,8.756574639,6.706148877,4.487517742,9.301685553,5.536378394,5.663152314,7.102508107,3.275361603,Control
10.2639341,5.152986254,8.494904802,9.489055093,15.00400181,9.504631386,4.035414552,8.499795528,7.537737399,4.07994154,12.6203683,9.080266406,6.467466717,8.494904802,8.611237021,6.310802207,5.653811957,6.709561556,5.565568242,Control
9.60402731,5.64617822,8.52376165,9.005207494,14.71991404,8.67559492,4.075619004,9.710381407,8.497901862,3.585758185,12.28248021,8.391001685,6.170151273,8.52376165,8.897764602,6.406378083,4.945369177,7.601674584,5.820328085,Control
9.345412785,5.13405845,8.478326153,8.987867801,14.99611593,9.346321451,3.395699761,9.475051369,7.041605787,3.834522719,12.04915709,7.877197444,6.133846562,8.478326153,9.411830234,8.831198411,5.000292505,7.952726028,5.979923333,Control
11.48080337,3.068674276,4.63201793,7.371832501,15.64457336,6.879769091,7.330943634,10.57690188,9.683303601,3.957701684,13.35530607,10.7732725,7.589661272,4.63201793,7.549484941,5.367412295,6.538321992,6.370321864,3.70222344,Control
10.43080968,4.532392682,8.659107669,8.509403343,14.60896264,7.399026158,4.579996223,8.139922155,8.291583912,3.302666697,12.72724865,8.785860129,6.439788856,8.659107669,9.14311972,7.83713801,5.501020059,8.043706139,4.339325608,Control
11.36881523,4.670556097,7.141118515,6.252847295,15.16427478,5.9207654,5.651979643,9.476381641,8.656350207,4.376165818,13.62548787,10.34645093,7.350671601,7.141118515,7.185564005,2.134069302,6.323060067,7.63504395,2.776582365,Control
8.612828865,3.976209489,8.060934093,8.342710354,15.57926276,7.155838525,3.278588035,9.166188424,8.212494154,0.996401296,13.12322807,8.095757126,5.499666521,8.060934093,10.07859277,7.249040302,-1.306139785,8.919540906,2.999407986,Control
9.159504212,4.026326884,8.270620128,8.743916951,15.8399948,6.945715445,3.874946328,9.136317693,7.766193672,3.721495587,13.15738189,9.267765172,4.591182478,8.270620128,9.796611579,9.448393381,5.596791045,8.166123224,3.953740082,Control
11.03735407,4.851758794,8.752322807,8.999809025,14.46833398,7.788259897,5.346120065,7.928808782,8.51844189,3.136098072,12.19630992,9.412944312,6.651736275,8.752322807,7.201684862,6.762799132,4.780833656,7.012923498,4.780205175,Control
9.91258537,5.365407718,7.348050075,7.606963622,15.11311255,6.780932665,5.818091022,9.53571814,8.447192829,2.434008962,12.68411221,9.24826448,6.54531804,7.348050075,9.851626629,6.612502214,5.494315976,7.320359826,3.265956448,Control
11.07953867,4.527081498,5.17645075,7.278464565,14.79006897,5.681420981,5.416648494,9.615091726,8.666317218,3.711100452,12.20127575,9.176740593,6.481636882,5.17645075,8.190775227,6.702894258,3.708407108,6.293747991,-1.61251514,Control
10.83964748,4.690023963,8.930710031,9.069005644,15.41198897,9.301230942,3.080705294,8.498840052,6.807564348,4.054049512,12.02846746,9.127760071,6.193205684,8.930710031,8.636968723,8.087620194,2.712562118,7.558424314,6.536448615,Control
9.986044845,-2.047359331,8.086272859,7.36108567,15.67906339,4.665941944,3.238826817,9.244727163,6.696343328,-2.986152295,11.68214413,8.241199039,1.129382138,8.086272859,10.79509931,10.30652263,6.485835313,7.997163946,5.701010013,Control
9.793773939,5.831721813,7.006160442,8.896517994,14.85729622,8.943165854,3.860438728,8.389750628,7.349796382,2.493578047,12.79802017,8.232746114,6.315042606,7.006160442,9.584412132,6.426492025,4.824380558,7.42590734,4.121008637,Control
9.812215354,4.948555721,7.39947006,7.627162559,15.53536879,8.540214704,5.467524206,10.03395793,8.502334658,4.551569873,12.86535792,9.745393225,5.806770013,7.39947006,8.873286498,8.784378291,4.916773362,7.445375429,5.199030513,Control
9.736807256,4.245105837,8.497601981,9.147799954,15.09837963,7.078538372,4.512344602,8.226500158,7.486058654,2.575233306,12.81871372,8.011317477,5.653358818,8.497601981,10.23939818,9.121489331,3.87054596,8.406873756,2.888616274,Control
10.74801025,3.726048394,9.456231326,9.257666801,15.26848919,6.634050361,3.583313673,8.922080678,8.309916558,-2.793805763,12.0028868,8.628181758,5.959709864,9.456231326,9.396283474,9.877030729,5.640106953,8.221501167,3.419675195,Control
10.7511263,5.583119663,7.086561447,7.128911294,15.24682011,7.348530325,3.214605742,8.744561226,7.968143922,3.249525453,12.5823828,7.011117235,5.97434821,7.086561447,9.034763753,7.844954954,5.688616619,7.879841639,5.003421527,Control
10.62929145,6.200789674,8.795416064,9.194504444,15.78185259,7.37212261,3.717313823,8.937152885,8.600396549,3.012372069,12.25882984,8.730917337,6.514739726,8.795416064,8.805468347,8.106066787,5.317411676,7.687897638,3.838009747,Control
11.51036871,3.632378345,6.26005999,7.430343621,15.83479559,5.642054099,7.243408287,10.2930558,10.24046833,3.513523248,12.75319748,11.30197599,7.564815513,6.26005999,8.403113106,7.917221859,6.652473462,7.393005472,1.499073015,Control
10.57792456,4.261931349,7.607726222,8.734671152,15.40659343,6.83181387,3.615345177,9.171950463,7.803445438,3.694677644,13.17934751,8.605548863,6.235956962,7.607726222,10.43051201,11.30403498,6.814527419,7.927772337,3.254630843,Control
11.10848251,4.351146832,8.203021874,7.496543639,16.16274873,5.785938717,5.342245749,10.63703319,9.12429227,3.977279315,13.16424643,9.660708612,7.033093573,8.203021874,8.133362484,5.880076366,5.415783647,7.783703983,0.362996695,Control
10.91726678,4.431217254,7.10602837,9.737395071,15.85924643,7.260099453,4.956058096,9.774361281,9.086659094,3.796838006,12.90285234,10.24091959,7.082781995,7.10602837,8.262855571,6.83069933,6.105661485,6.863552981,5.277641089,Control
10.45022183,4.294814464,9.928622338,7.895418819,15.21365188,5.981357132,2.938642323,8.84764509,7.792523102,5.395895203,12.04544332,8.573457683,6.758804704,9.928622338,9.181444712,8.98419347,4.507242346,8.033109655,2.903079465,Control
10.8485061,5.150484954,7.833670097,7.346867197,15.86487777,4.865641892,4.631503223,9.545358341,8.851283358,4.342276337,12.71605284,9.563807682,6.735335173,7.833670097,9.31833649,6.594782113,4.585001364,7.828996631,-1.984525309,Control
10.38905391,4.464507736,7.291441253,8.257414362,15.9396724,4.565140052,5.651546369,9.457294008,8.395487028,-2.863680644,12.57914444,8.909962612,6.280878688,7.291441253,8.967600767,8.5483884,5.454025811,8.711722528,4.597405075,Control
10.46124012,2.17238167,7.395543653,8.113069351,15.68666523,6.500306235,4.735294717,9.141313873,8.136921744,3.027047207,12.76729421,9.033934908,6.259264097,7.395543653,9.085846179,7.443337357,4.639618866,7.965458958,4.325520472,Control
10.86846584,3.994237038,6.612975373,7.308968695,15.69073169,6.209315138,5.237246552,10.27765239,8.519915127,2.886275154,13.15662898,8.922022702,6.679287944,6.612975373,8.439385929,7.776887208,5.903205598,7.041173562,3.430198038,Control
10.8054383,4.238366249,8.316438906,8.766371228,15.5867159,7.229603653,4.555154199,9.796104752,8.709497112,4.034358783,12.79184939,9.508003218,6.379784167,8.316438906,8.534242879,8.230959968,5.384597678,7.502566339,4.793003145,Control
11.57629935,4.265761597,6.593906779,5.186492202,16.04294834,4.120127443,6.567193902,10.50006525,9.630350752,3.106254046,13.62041316,10.89074342,7.311366603,6.593906779,7.895666952,6.234316283,5.964365929,6.756345098,1.480023696,Control
11.7772017,0.671642133,6.960548553,7.944931856,15.73254256,5.734169555,7.157375205,10.59693439,9.683609514,4.633279772,13.38129824,10.43700659,7.392232428,6.960548553,7.602755918,4.815824566,5.629015025,6.971787431,2.551959395,Control
11.59801209,2.633404705,7.279733549,6.180743334,16.12456578,5.099886729,7.102152958,10.91744407,9.698032748,3.428856542,13.5920057,10.80932021,7.366944957,7.279733549,8.045844431,5.734987656,5.97875444,6.244019088,2.415014842,Control
11.23671178,4.159273191,6.890761615,6.050987581,15.23394421,5.897976011,4.611960739,9.76675314,8.498273765,5.289119835,13.06815378,9.553663891,7.193476973,6.890761615,7.821244301,5.52776625,6.34006634,7.315248308,3.103190542,Control
11.16206906,4.816209677,7.62983637,5.554602083,14.77519172,5.547850399,5.164003738,9.12432156,7.435605889,5.845660481,13.34224568,7.927501606,7.0406758,7.62983637,8.350429256,6.428785491,5.694070667,7.248936749,-1.034013557,Control
10.83874496,2.844221752,6.409068192,8.045590936,15.99289051,7.129647242,5.479701773,10.01829483,8.525216876,3.608707333,12.65012476,9.350463536,6.415378158,6.409068192,8.489624544,6.282360473,4.215797546,6.537147746,3.860456973,Control
9.964170117,4.1496627,8.645226796,8.885246475,15.45051674,8.36396806,2.326150278,9.996540216,7.054882868,4.176749686,13.09187092,8.428254011,6.992016569,8.645226796,10.96336176,8.877410513,5.615940307,7.560244748,4.557120536,Control
11.18835219,3.118559122,5.414468813,6.76209574,16.28113853,6.889896332,5.212420525,10.34851774,8.938941237,3.54223905,13.79382385,10.02515255,6.770560639,5.414468813,8.187108459,6.649229368,6.353597825,6.697655609,1.694867605,Control
11.40216193,2.500260099,5.773413311,4.611119964,16.38751677,3.152431659,6.372453531,10.08560664,9.511313522,4.802431912,13.45777733,10.85861226,6.915397568,5.773413311,8.385527664,8.518075512,5.841309939,5.179095856,-1.29041111,Control
11.01494767,3.13447344,6.170656417,6.440651511,15.51077947,4.935104651,5.060528162,9.593310762,8.860451367,4.21657912,13.15155163,9.861661721,6.277008946,6.170656417,8.193228701,7.307689876,5.650106374,6.352529199,3.312641383,Control
11.47638268,2.37238587,6.390072347,5.251825574,15.88636069,4.539943406,5.883592965,10.27594349,9.06421436,3.95812098,13.4904884,10.19043149,6.911325925,6.390072347,8.140577355,7.931136014,5.922303531,6.607467276,1.159546111,Control
12.13439099,2.480736235,5.139200255,5.153202069,15.30153309,3.527730836,6.795789497,9.904615196,9.576012249,3.724940106,13.17436039,11.23596345,7.721389075,5.139200255,7.970085775,7.626861456,6.254757175,6.964949115,0.004347989,Control
10.92158744,4.193598815,7.087211665,9.178711823,15.90926561,7.431631528,5.040070066,10.58764072,9.157038136,3.096459684,11.96020102,9.271545485,6.063642247,7.087211665,9.106354895,8.404171162,3.324198986,7.579520086,4.349268546,Control
10.54109068,5.076953768,7.751363247,8.615941033,15.33175992,6.375140727,4.967996749,8.745846942,8.32903252,3.502885096,12.27073318,9.044673054,6.688806725,7.751363247,8.774759609,7.535120347,2.596811055,7.618652572,4.764220401,Control
10.61088502,5.521279044,6.407595432,8.056408988,15.73603947,4.757170407,4.930224338,9.276985631,8.673632733,2.517147222,12.71727661,8.441895062,6.329434809,6.407595432,8.682107591,9.096104416,4.63151526,6.813977067,-1.470734217,Control
11.39565325,3.319480829,5.569232488,2.430881628,15.46240462,3.820811174,8.358110151,11.13070211,9.530776397,3.616364723,12.23371637,9.934252166,6.723964815,5.569232488,7.759359441,6.121840405,5.109794749,5.647216719,2.594803904,Control
12.03875565,3.607914016,6.849068186,8.624807048,15.46595165,5.593065216,8.835062704,10.20496961,9.649326953,3.806150093,12.98737486,10.4010417,7.031994754,6.849068186,7.981903914,6.846681747,5.19780633,5.742938523,2.361471033,Control
11.46015175,2.955330454,7.018884109,6.872404279,16.20151388,7.089874184,7.601190741,9.972269157,9.598037456,3.624189877,12.9702693,10.67831629,6.805677936,7.018884109,8.786017624,8.462958358,5.179733359,6.053687183,2.224655865,Control
10.51746501,3.32497776,5.897156196,8.787416267,15.49449445,7.100631133,6.117675245,10.28994488,8.716846539,2.821584905,12.26292899,8.809880088,5.396808022,5.897156196,8.740719293,7.90498548,4.596995913,7.566656264,4.746139309,Control
11.30205797,3.74853992,6.820310605,7.392586721,15.51894461,6.257934797,6.50173419,10.76071345,9.42466008,3.720807158,12.52366664,9.762628581,6.314432115,6.820310605,7.724005135,6.202687974,4.412439334,6.939821953,2.428920615,Control
11.23629319,5.46055965,7.946170031,7.535072974,14.11836364,8.163108213,5.407998059,9.117616846,7.752615671,3.400073709,11.88725027,8.458680091,6.687840851,7.946170031,8.847793861,9.226354782,6.415511274,3.39183558,-0.407188265,Control
10.65001503,2.615799394,6.502320114,6.426401979,15.32191354,7.248438058,5.771557445,9.69104073,8.73634013,2.976268682,12.01789105,9.983697594,6.460309651,6.502320114,9.173771952,3.717820548,4.947046618,6.131427907,4.351682515,Control
11.17218266,5.078600576,7.34003201,9.21708765,15.76562396,6.579006713,6.52768453,9.233463911,9.39391943,3.702775885,12.28988397,9.755391543,6.533577516,7.34003201,8.499675333,10.07335586,3.997713191,7.981665424,4.367813209,Control
10.4025467,3.348226537,7.454102103,8.242083373,15.5614022,7.443866365,4.408023411,9.635645557,8.899596253,3.680930215,11.80954387,8.968115275,6.161826413,7.454102103,9.599643285,10.5016725,3.488201245,7.925067775,3.926354511,Control
10.75785096,4.639561361,8.348306566,9.0405831,15.73749083,6.914539963,3.579529889,10.27598288,8.516958172,4.864451236,12.59893959,8.670526499,6.523375728,8.348306566,8.505402292,7.796878335,3.51679096,7.567291636,4.529815966,Control
10.53335824,5.458830958,8.988709274,9.456574147,15.40236484,6.681848783,4.778186628,8.871158568,9.050731686,3.165310831,11.96611008,8.529209174,5.940814484,8.988709274,8.859791266,10.14986146,4.773664051,7.695374413,4.721682474,Control
10.59822051,4.141009844,8.195395717,9.277456691,15.37883659,7.070347433,4.95322522,8.574481153,9.017603299,4.712902972,12.15363373,8.7815246,6.397643238,8.195395717,8.577548559,8.027528989,4.865565608,8.270548327,5.232680845,Control
11.52845027,2.942179451,4.549957228,3.169080696,16.18038373,3.798906181,7.033642753,11.25788714,9.440777141,4.129030187,12.82473061,10.01232337,7.057434548,4.549957228,7.86493481,5.38963434,6.010058412,5.124286079,-0.734453535,Control
11.02559266,2.185012265,6.733672424,7.84163261,16.18799273,6.070734247,5.955261699,10.87110973,9.583565574,3.889441862,12.95319994,10.30137265,6.929834758,6.733672424,8.124848896,8.149744498,5.465950621,7.144134821,1.426743797,Control
10.77445768,2.976428828,7.294176572,5.441855083,15.97814492,3.705187253,5.744512581,10.60378249,8.669126544,3.933823393,12.61150354,9.728727794,6.132477904,7.294176572,8.731996689,8.166134998,5.2183425,7.245790004,-1.192694073,Control
10.9751482,4.037748427,6.538297826,8.472518703,15.73779021,6.649124815,4.981178176,10.10021312,8.861408913,3.621247267,12.50026961,8.98861981,5.954101969,6.538297826,8.562758035,7.509784108,4.121137536,7.357431678,3.326840616,Control
10.34992803,4.442450828,8.201124187,8.731059947,15.93209701,6.459385741,5.091335999,10.14144649,8.86082561,3.452689967,12.72137954,8.522269063,5.698115572,8.201124187,8.810138622,7.855900102,5.347835208,7.618548728,5.39021585,Control
10.86725449,3.390265986,6.969673405,8.384718549,15.44095421,6.988569767,5.10245057,9.846997996,8.768415199,4.884330491,12.6315992,9.294703649,6.784273225,6.969673405,8.155305157,7.003346725,5.557610319,6.515665491,4.048623412,Control
10.83337968,4.321653268,8.148593698,7.447561071,15.82106205,5.11209899,6.233881461,9.715378343,9.377602864,0.406523779,11.35918993,9.433594943,6.219147962,8.148593698,8.287356824,8.341499095,3.043784722,7.065736868,2.516277532,Control
11.41750387,4.195974621,2.778625709,2.194799629,15.64191743,2.552933311,5.711910171,10.13842681,8.582896724,4.955360414,13.23663386,9.460277762,7.09182631,2.778625709,8.014945836,5.451165577,5.811768564,5.509356595,0.609274495,Control
10.82959924,-2.943102658,7.400224056,6.866858372,15.51907938,6.00295235,4.530041521,10.05694035,9.092032142,3.74587029,12.45801724,9.28825047,6.182869433,7.400224056,8.81694041,8.68200536,4.772654663,6.773195866,2.167873466,Control
11.75946992,3.821055122,7.147829906,8.18689444,16.40785168,4.894543218,7.750201201,10.52504994,10.24872559,3.073667521,12.84408917,10.50033855,7.005002207,7.147829906,8.279472314,5.938928431,6.219526665,7.198110541,3.369672015,Control
10.33953465,3.83430669,7.667666355,7.456012243,15.35529749,5.028653441,3.563793057,9.113657406,9.119244365,3.302147365,11.73333311,8.927143051,6.116481818,7.667666355,9.129327038,9.671245633,5.411988661,7.79791176,1.679898348,Control
9.687039609,2.853441726,7.084791495,9.143713974,15.26007776,8.675273834,4.284134224,8.868047224,8.101953054,2.35734238,12.46935589,8.324508407,6.068698573,7.084791495,9.062043528,4.687656644,5.057841329,7.148220943,5.394669011,Control
11.41291156,3.147669276,7.505873147,7.681017888,15.30300334,5.855861292,6.854833108,10.32173044,9.392674235,3.480437222,12.44704693,9.842641675,6.613660506,7.505873147,8.10335319,6.712842899,5.415353164,6.975354236,-2.954410856,Control
9.939591586,4.404920971,7.521663358,8.39042165,15.21902445,7.179249522,5.276765496,8.536416993,8.277688838,4.680230253,12.74947533,9.426674286,6.205518246,7.521663358,8.957598058,6.556486433,5.359522716,6.914977654,4.193165336,Control
8.549626118,8.172439304,10.23768759,10.00934483,15.15601512,8.911089519,4.21074988,8.084203685,7.762361972,7.153384879,13.96001903,10.18671892,6.997780756,10.23768759,9.354107787,8.319552526,7.942378876,8.192956936,7.553311573,Control
9.639543255,2.813997213,9.60848814,8.229359448,15.20211092,7.625456096,3.982566579,7.541108171,8.015383683,3.608030761,11.50263759,7.932038976,6.12076039,9.60848814,9.322023204,7.706327459,4.465586639,7.818787959,3.872848247,Control
9.880592443,6.360485235,7.431198571,8.14918899,14.78308513,7.97295592,4.849911144,9.791521851,7.945186818,4.851298812,11.92279109,7.554099651,5.514032206,7.431198571,9.009848429,5.692001672,2.75602683,7.185135548,5.230241179,Control
