layer1,layer2,layer3,activation_function_layer1,activation_function_layer2,activation_function_layer3,dropout_layer1,dropout_layer2,dropout_layer3,layer1_regularizer,layer2_regularizer,layer3_regularizer,optimizer,autoencoder,balanced,formula,scaled,model_id,training_AUC,cutoff,training_AUC2,training_AUC_lower95CI,training_AUC_upper95CI,training_Accuracy,training_Sensitivity,training_Specificity,training_PPV,training_NPV,training_F1,test_Accuracy,test_Sensitivity,test_Specificity,test_PPV,test_NPV,test_F1,valid_Accuracy,valid_Sensitivity,valid_Specificity,valid_PPV,valid_NPV,valid_F1,name,worth_saving,training_time
4,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,948-SMOTE-1662069877,0.849860991463701,0.399869650602341,0.849860991463701,0.814879717141984,0.884842265785418,0.783185840707965,0.86283185840708,0.70353982300885,0.744274809160305,0.836842105263158,0.799180327868853,0.830769230769231,0.92,0.709090909090909,0.811764705882353,0.866666666666667,0.8625,0.830769230769231,0.92,0.709090909090909,0.811764705882353,0.866666666666667,0.8625,deeplearning_948-SMOTE-1662069877,TRUE,21.6762722611427
5,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,949-SMOTE-1662069909,0.831799671078393,0.394697248935699,0.831799671078393,0.794598912656797,0.869000429499989,0.77212389380531,0.867256637168142,0.676991150442478,0.728624535315985,0.836065573770492,0.791919191919192,0.8,0.88,0.690909090909091,0.795180722891566,0.808510638297872,0.835443037974684,0.8,0.88,0.690909090909091,0.795180722891566,0.808510638297872,0.835443037974684,deeplearning_949-SMOTE-1662069909,TRUE,21.6613696535428
6,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,950-SMOTE-1662070121,0.858015506304331,0.411424443125725,0.858015506304331,0.823776356106729,0.892254656501933,0.774336283185841,0.845132743362832,0.70353982300885,0.74031007751938,0.819587628865979,0.789256198347108,0.830769230769231,0.92,0.709090909090909,0.811764705882353,0.866666666666667,0.8625,0.830769230769231,0.92,0.709090909090909,0.811764705882353,0.866666666666667,0.8625,deeplearning_950-SMOTE-1662070121,TRUE,20.6385519742966
7,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,951-SMOTE-1662070200,0.855411543582113,0.569143712520599,0.855411543582113,0.821786027812347,0.889037059351879,0.767699115044248,0.743362831858407,0.792035398230089,0.781395348837209,0.755274261603376,0.761904761904762,0.8,0.826666666666667,0.763636363636364,0.826666666666667,0.763636363636364,0.826666666666667,0.8,0.826666666666667,0.763636363636364,0.826666666666667,0.763636363636364,0.826666666666667,deeplearning_951-SMOTE-1662070200,TRUE,19.6099138696988
8,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,952-SMOTE-1662070245,0.825906492286005,0.706177771091461,0.825906492286005,0.787968407768938,0.863844576803073,0.77212389380531,0.68141592920354,0.86283185840708,0.832432432432433,0.730337078651685,0.749391727493917,0.823076923076923,0.773333333333333,0.890909090909091,0.90625,0.742424242424242,0.834532374100719,0.823076923076923,0.773333333333333,0.890909090909091,0.90625,0.742424242424242,0.834532374100719,deeplearning_952-SMOTE-1662070245,TRUE,19.7105481505394
9,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,953-SMOTE-1662070250,0.871015741248336,0.561337172985077,0.871015741248336,0.838622775321023,0.903408707175649,0.807522123893805,0.858407079646018,0.756637168141593,0.779116465863454,0.842364532019704,0.816842105263158,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,deeplearning_953-SMOTE-1662070250,TRUE,19.3619058807691
10,0,0,relu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,954-SMOTE-1662070265,0.870604589239565,0.5915167927742,0.870604589239565,0.838342992399663,0.902866186079466,0.789823008849558,0.783185840707965,0.79646017699115,0.79372197309417,0.786026200873363,0.788418708240535,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,0.846153846153846,0.866666666666667,0.818181818181818,0.866666666666667,0.818181818181818,0.866666666666667,deeplearning_954-SMOTE-1662070265,TRUE,19.1544879476229
2,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,955-SMOTE-1662070292,0.57899013235179,0.551531940698624,0.57899013235179,0.525883446354758,0.632096818348821,0.592920353982301,0.495575221238938,0.690265486725664,0.615384615384615,0.577777777777778,0.549019607843137,0.553846153846154,0.466666666666667,0.672727272727273,0.660377358490566,0.480519480519481,0.546875,0.553846153846154,0.466666666666667,0.672727272727273,0.660377358490566,0.480519480519481,0.546875,deeplearning_955-SMOTE-1662070292,FALSE,16.5427678346634
3,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,956-SMOTE-1662070296,0.7622562455948,0.505965054035187,0.7622562455948,0.718549992518322,0.805962498671278,0.70353982300885,0.800884955752212,0.606194690265487,0.670370370370371,0.752747252747253,0.729838709677419,0.723076923076923,0.866666666666667,0.527272727272727,0.714285714285714,0.743589743589744,0.783132530120482,0.723076923076923,0.866666666666667,0.527272727272727,0.714285714285714,0.743589743589744,0.783132530120482,deeplearning_956-SMOTE-1662070296,TRUE,16.6378925681114
4,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,957-SMOTE-1662070327,0.850291722139557,0.482205048203468,0.850291722139557,0.814769353117641,0.885814091161472,0.785398230088496,0.800884955752212,0.769911504424779,0.776824034334764,0.794520547945206,0.788671023965142,0.761538461538462,0.786666666666667,0.727272727272727,0.797297297297297,0.714285714285714,0.791946308724832,0.761538461538462,0.786666666666667,0.727272727272727,0.797297297297297,0.714285714285714,0.791946308724832,deeplearning_957-SMOTE-1662070327,TRUE,18.9804675896963
5,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,958-SMOTE-1662070346,0.618000626517347,0.514763593673706,0.618000626517347,0.565947992612498,0.670053260422195,0.621681415929204,0.446902654867257,0.79646017699115,0.687074829931973,0.59016393442623,0.541554959785523,0.553846153846154,0.44,0.709090909090909,0.673469387755102,0.481481481481482,0.532258064516129,0.553846153846154,0.44,0.709090909090909,0.673469387755102,0.481481481481482,0.532258064516129,deeplearning_958-SMOTE-1662070346,FALSE,16.2804523587227
6,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,959-SMOTE-1662070358,0.754219202756676,0.511078417301178,0.754219202756676,0.709397574315595,0.799040831197758,0.707964601769912,0.858407079646018,0.557522123893805,0.659863945578231,0.79746835443038,0.746153846153846,0.730769230769231,0.893333333333333,0.509090909090909,0.712765957446809,0.777777777777778,0.792899408284024,0.730769230769231,0.893333333333333,0.509090909090909,0.712765957446809,0.777777777777778,0.792899408284024,deeplearning_959-SMOTE-1662070358,TRUE,16.3708255847295
7,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,960-SMOTE-1662070379,0.480284282246065,0.50594824552536,0.480284282246065,0.426082700465484,0.534485864026646,0.535398230088496,0.81858407079646,0.252212389380531,0.522598870056497,0.581632653061225,0.637931034482759,0.592307692307692,0.826666666666667,0.272727272727273,0.607843137254902,0.535714285714286,0.700564971751412,0.592307692307692,0.826666666666667,0.272727272727273,0.607843137254902,0.535714285714286,0.700564971751412,deeplearning_960-SMOTE-1662070379,FALSE,16.1670833031336
8,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,961-SMOTE-1662070388,0.66154358211293,0.589154958724976,0.66154358211293,0.610572447216328,0.712514717009532,0.65929203539823,0.712389380530973,0.606194690265487,0.644,0.678217821782178,0.676470588235294,0.684615384615385,0.773333333333333,0.563636363636364,0.707317073170732,0.645833333333333,0.738853503184713,0.684615384615385,0.773333333333333,0.563636363636364,0.707317073170732,0.645833333333333,0.738853503184713,deeplearning_961-SMOTE-1662070388,FALSE,15.1695264895757
9,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,962-SMOTE-1662070409,0.775559949878612,0.52153617143631,0.775559949878612,0.731150403030313,0.819969496726912,0.756637168141593,0.889380530973451,0.623893805309734,0.702797202797203,0.849397590361446,0.78515625,0.753846153846154,0.906666666666667,0.545454545454545,0.731182795698925,0.810810810810811,0.80952380952381,0.753846153846154,0.906666666666667,0.545454545454545,0.731182795698925,0.810810810810811,0.80952380952381,deeplearning_962-SMOTE-1662070409,TRUE,15.615617497762
10,0,0,sigmoid,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,963-SMOTE-1662070419,0.72900187955204,0.6542027592659,0.72900187955204,0.683185485268123,0.774818273835957,0.676991150442478,0.482300884955752,0.871681415929204,0.789855072463768,0.627388535031847,0.598901098901099,0.630769230769231,0.48,0.836363636363636,0.8,0.541176470588235,0.6,0.630769230769231,0.48,0.836363636363636,0.8,0.541176470588235,0.6,deeplearning_963-SMOTE-1662070419,FALSE,15.1747993389765
2,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,964-SMOTE-1662070421,0.846434724723941,0.556852102279663,0.846434724723941,0.810605885631655,0.882263563816227,0.787610619469027,0.783185840707965,0.792035398230089,0.790178571428571,0.785087719298246,0.786666666666667,0.823076923076923,0.866666666666667,0.763636363636364,0.833333333333333,0.807692307692308,0.849673202614379,0.823076923076923,0.866666666666667,0.763636363636364,0.833333333333333,0.807692307692308,0.849673202614379,deeplearning_964-SMOTE-1662070421,TRUE,16.8571260650953
3,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,965-SMOTE-1662070421,0.86702169316313,0.543324649333954,0.86702169316313,0.833771900358396,0.900271485967863,0.794247787610619,0.823008849557522,0.765486725663717,0.778242677824268,0.812206572769953,0.8,0.807692307692308,0.84,0.763636363636364,0.828947368421053,0.777777777777778,0.834437086092715,0.807692307692308,0.84,0.763636363636364,0.828947368421053,0.777777777777778,0.834437086092715,deeplearning_965-SMOTE-1662070421,TRUE,17.5175803661346
4,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,966-SMOTE-1662070429,0.52419923251625,0.600819289684296,0.52419923251625,0.470639658609163,0.577758806423337,0.550884955752212,0.154867256637168,0.946902654867257,0.74468085106383,0.528395061728395,0.256410256410256,0.523076923076923,0.186666666666667,0.981818181818182,0.933333333333333,0.469565217391304,0.311111111111111,0.523076923076923,0.186666666666667,0.981818181818182,0.933333333333333,0.469565217391304,0.311111111111111,deeplearning_966-SMOTE-1662070429,FALSE,56.613648891449
5,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,967-SMOTE-1662070449,0.864652674445924,0.742767602205277,0.864652674445924,0.829895415957204,0.899409932934644,0.814159292035398,0.743362831858407,0.88495575221239,0.865979381443299,0.775193798449612,0.8,0.853846153846154,0.813333333333333,0.909090909090909,0.924242424242424,0.78125,0.865248226950355,0.853846153846154,0.813333333333333,0.909090909090909,0.924242424242424,0.78125,0.865248226950355,deeplearning_967-SMOTE-1662070449,TRUE,17.6710573593775
6,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,968-SMOTE-1662070473,0.821109718850341,0.398596346378326,0.821109718850341,0.783204054150079,0.859015383550602,0.745575221238938,0.858407079646018,0.632743362831858,0.700361010830325,0.817142857142857,0.771371769383698,0.807692307692308,0.92,0.654545454545455,0.784090909090909,0.857142857142857,0.846625766871166,0.807692307692308,0.92,0.654545454545455,0.784090909090909,0.857142857142857,0.846625766871166,deeplearning_968-SMOTE-1662070473,TRUE,16.8720786213875
7,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,969-SMOTE-1662070485,0.859111911661054,0.751201987266541,0.859111911661054,0.823995835344224,0.894227987977884,0.798672566371681,0.725663716814159,0.871681415929204,0.849740932642487,0.760617760617761,0.782816229116945,0.8,0.733333333333333,0.890909090909091,0.901639344262295,0.710144927536232,0.808823529411765,0.8,0.733333333333333,0.890909090909091,0.901639344262295,0.710144927536232,0.808823529411765,deeplearning_969-SMOTE-1662070485,TRUE,15.8244739890099
8,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,970-SMOTE-1662070545,0.837007596522829,0.581257522106171,0.837007596522829,0.800407033339,0.873608159706658,0.77212389380531,0.756637168141593,0.787610619469027,0.780821917808219,0.763948497854077,0.768539325842697,0.753846153846154,0.746666666666667,0.763636363636364,0.811594202898551,0.688524590163935,0.777777777777778,0.753846153846154,0.746666666666667,0.763636363636364,0.811594202898551,0.688524590163935,0.777777777777778,deeplearning_970-SMOTE-1662070545,TRUE,15.494676844279
9,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,971-SMOTE-1662070567,0.859288119664813,0.540541529655457,0.859288119664813,0.824255886347538,0.894320352982088,0.803097345132743,0.858407079646018,0.747787610619469,0.772908366533865,0.840796019900498,0.813417190775681,0.846153846153846,0.92,0.745454545454546,0.831325301204819,0.872340425531915,0.873417721518987,0.846153846153846,0.92,0.745454545454546,0.831325301204819,0.872340425531915,0.873417721518987,deeplearning_971-SMOTE-1662070567,TRUE,15.6329645514488
10,0,0,selu,relu,relu,0.1,0,0,FALSE,FALSE,FALSE,sgd,7,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,TRUE,972-SMOTE-1662070584,0.857486882293054,0.409339889883995,0.857486882293054,0.823102634683869,0.891871129902238,0.785398230088496,0.84070796460177,0.730088495575221,0.756972111553785,0.82089552238806,0.79664570230608,0.815384615384615,0.893333333333333,0.709090909090909,0.807228915662651,0.829787234042553,0.848101265822785,0.815384615384615,0.893333333333333,0.709090909090909,0.807228915662651,0.829787234042553,0.848101265822785,deeplearning_972-SMOTE-1662070584,TRUE,14.965386680762
2,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,973-SMOTE-1662070593,0.840864593938445,0.68872880935669,0.840864593938445,0.803976091749922,0.877753096126968,0.785398230088496,0.761061946902655,0.809734513274336,0.8,0.772151898734177,0.780045351473923,0.830769230769231,0.8,0.872727272727273,0.895522388059702,0.761904761904762,0.845070422535211,0.795454545454545,0.795918367346939,0.795180722891566,0.696428571428571,0.868421052631579,0.742857142857143,deeplearning_973-SMOTE-1662070593,TRUE,2.40919101635615
3,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,974-SMOTE-1662070697,0.502192810713447,0.518910706043243,0.497807189286553,0.490307553805675,0.505306824767431,0.5,0.995575221238938,0.00442477876106195,0.5,0.5,0.665680473372781,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.363636363636364,0.979591836734694,0,0.366412213740458,0,0.533333333333333,deeplearning_974-SMOTE-1662070697,FALSE,30.764493227005
4,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,975-SMOTE-1662070728,0.504395410760435,0.51547384262085,0.495604589239565,0.486960626951286,0.504248551527843,0.497787610619469,0.991150442477876,0.00442477876106195,0.498886414253898,0.333333333333333,0.663703703703704,0.576923076923077,1,0,0.576923076923077,,0.731707317073171,0.363636363636364,0.959183673469388,0.0120481927710843,0.364341085271318,0.333333333333333,0.528089887640449,deeplearning_975-SMOTE-1662070728,FALSE,31.2160167694092
5,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,976-SMOTE-1662070738,0.856821207612186,0.684625566005707,0.856821207612186,0.822525439502049,0.891116975722322,0.780973451327434,0.765486725663717,0.79646017699115,0.789954337899543,0.772532188841202,0.777528089887641,0.807692307692308,0.826666666666667,0.781818181818182,0.837837837837838,0.767857142857143,0.832214765100671,0.803030303030303,0.816326530612245,0.795180722891566,0.701754385964912,0.88,0.754716981132075,deeplearning_976-SMOTE-1662070738,TRUE,2.68461227416992
6,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,977-SMOTE-1662070759,0.849302999451797,0.443677306175232,0.849302999451797,0.813972390900664,0.88463360800293,0.783185840707965,0.853982300884956,0.712389380530973,0.748062015503876,0.829896907216495,0.797520661157025,0.815384615384615,0.906666666666667,0.690909090909091,0.8,0.844444444444444,0.85,0.795454545454545,0.918367346938776,0.72289156626506,0.661764705882353,0.9375,0.769230769230769,deeplearning_977-SMOTE-1662070759,TRUE,1.90516958236694
7,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,978-SMOTE-1662070802,0.869371133213251,0.305546492338181,0.869371133213251,0.837130459329752,0.901611807096749,0.787610619469027,0.880530973451327,0.694690265486726,0.742537313432836,0.853260869565217,0.805668016194332,0.815384615384615,0.92,0.672727272727273,0.793103448275862,0.86046511627907,0.851851851851852,0.75,0.897959183673469,0.662650602409639,0.611111111111111,0.916666666666667,0.727272727272727,deeplearning_978-SMOTE-1662070802,TRUE,2.71016025145849
8,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,979-SMOTE-1662070803,0.872112146605059,0.585367023944855,0.872112146605059,0.840059217235313,0.904165075974805,0.789823008849558,0.805309734513274,0.774336283185841,0.781115879828326,0.799086757990868,0.793028322440087,0.815384615384615,0.866666666666667,0.745454545454546,0.822784810126582,0.803921568627451,0.844155844155844,0.772727272727273,0.857142857142857,0.72289156626506,0.646153846153846,0.895522388059702,0.736842105263158,deeplearning_979-SMOTE-1662070803,TRUE,3.98902821938197
9,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,980-SMOTE-1662070829,0.869038295872817,0.605787873268127,0.869038295872817,0.836256561798424,0.90182002994721,0.79646017699115,0.809734513274336,0.783185840707965,0.788793103448276,0.804545454545455,0.799126637554585,0.807692307692308,0.826666666666667,0.781818181818182,0.837837837837838,0.767857142857143,0.832214765100671,0.75,0.775510204081633,0.734939759036145,0.633333333333333,0.847222222222222,0.697247706422018,deeplearning_980-SMOTE-1662070829,TRUE,2.76340617736181
10,0,0,relu,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,981-SMOTE-1662070830,0.859288119664813,0.66988217830658,0.859288119664813,0.825009862475949,0.893566376853678,0.785398230088496,0.765486725663717,0.805309734513274,0.797235023041475,0.774468085106383,0.781038374717833,0.792307692307692,0.786666666666667,0.8,0.842857142857143,0.733333333333333,0.813793103448276,0.787878787878788,0.775510204081633,0.795180722891566,0.690909090909091,0.857142857142857,0.730769230769231,deeplearning_981-SMOTE-1662070830,TRUE,1.47508925596873
2,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,982-SMOTE-1662070841,0.864104471767562,0.338889956474304,0.864104471767562,0.830660234210751,0.897548709324373,0.789823008849558,0.871681415929204,0.707964601769912,0.749049429657795,0.846560846560847,0.805725971370143,0.823076923076923,0.906666666666667,0.709090909090909,0.80952380952381,0.847826086956522,0.855345911949686,0.765151515151515,0.897959183673469,0.686746987951807,0.628571428571429,0.919354838709677,0.739495798319328,deeplearning_982-SMOTE-1662070841,TRUE,5.49794102509817
3,0,0,sigmoid,relu,relu,0,0,0,TRUE,FALSE,FALSE,adam,0,TRUE,hsa.miR.320b + hsa.let.7b.5p + hsa.miR.19b.3p + hsa.miR.20b.5p + hsa.miR.30d.5p + hsa.miR.139.3p + hsa.miR.17.5p + hsa.miR.375.3p,FALSE,983-SMOTE-1662070851,0.873051922625108,0.623234689235687,0.873051922625108,0.841256012571152,0.904847832679064,0.792035398230089,0.783185840707965,0.800884955752212,0.797297297297297,0.786956521739131,0.790178571428571,0.8,0.813333333333333,0.781818181818182,0.835616438356164,0.754385964912281,0.824324324324324,0.795454545454545,0.816326530612245,0.783132530120482,0.689655172413793,0.878378378378378,0.747663551401869,deeplearning_983-SMOTE-1662070851,TRUE,5.32091145515442
