hsa.miR.19b.3p,hsa.miR.1273h.3p,hsa.miR.4433a.3p,hsa.miR.485.3p,hsa.let.7b.5p,hsa.miR.134.5p,hsa.miR.106b.5p,hsa.miR.182.5p,hsa.miR.17.5p,hsa.miR.1304.3p,hsa.miR.30d.5p,hsa.miR.20b.5p,hsa.miR.421,hsa.miR.4433b.5p,hsa.miR.320b,hsa.miR.375.3p,hsa.miR.500a.3p,hsa.miR.139.3p,hsa.miR.493.5p,Class,PredictedProbability,PredictedClass
9.324284837,6.951519681,10.71008313,11.23934425,14.46117963,10.89433018,2.762199524,7.556618909,8.212061486,4.992421332,11.89874031,7.231450082,6.215241983,10.71008313,9.586545329,7.986691055,1.507444395,7.640419372,7.144246536,Case,0.902071957041049,Case
9.530337793,3.804464592,9.171066958,6.960944104,15.12501214,9.051437312,5.774668533,9.694969628,9.077231418,5.821116722,11.91277561,8.840129264,6.829110465,9.171066958,9.945895014,4.001365074,5.945678431,6.934436456,5.10628594,Case,0.605927356931143,Case
11.06579969,0.474673728,6.72318803,6.799612423,15.13064013,7.195494662,7.95994872,9.456754464,9.111689342,3.744364083,12.32726133,9.601076324,6.561937012,6.72318803,10.52161832,10.86619693,5.107218319,7.206167382,3.009548572,Case,0.714527988122199,Case
9.303720786,3.647157125,3.824861814,9.156032605,14.47239872,9.055110172,3.843072782,8.399603701,7.72722005,3.03922579,11.38851467,7.271136772,5.979296637,3.824861814,10.10012035,9.948584351,3.670514608,9.003199798,6.763141306,Case,0.986285178304894,Case
9.154770791,6.035069736,9.972067801,9.601774145,13.54821126,10.01043504,2.585981253,7.972176352,8.977222225,4.037596535,11.15865352,7.184194418,6.192321314,9.972067801,8.290338076,6.662902485,4.782729414,8.902696287,6.728454463,Case,0.976910414440398,Case
8.49335169,6.197286812,9.625109943,9.987431764,14.39722111,9.331113144,2.465234103,7.879683264,7.686391565,3.982787381,11.56891932,7.096379865,6.131256315,9.625109943,10.115684,8.687485173,3.452811179,8.762180169,4.86863053,Case,0.988155930656879,Case
9.636572175,5.631323138,8.642000341,7.853557867,14.57370456,6.856521315,3.291633674,8.329976742,6.802939162,4.696899291,12.3454766,7.428364455,5.771530307,8.642000341,9.554967222,10.4063954,4.232011394,7.156604957,3.76610441,Case,0.884555979256547,Case
10.0312117,5.944031605,9.727877693,9.385469277,14.1399791,10.37934386,4.898273136,7.690902283,8.522327675,3.858179379,11.38497168,7.713782468,6.608257746,9.727877693,8.040438811,6.38030255,3.861791321,7.186429404,8.231084999,Case,0.697020891313087,Case
9.708077608,2.337137402,7.120260947,7.283148818,14.76929163,7.635660193,3.480546287,7.738709353,7.46198176,5.298997017,11.89277852,7.913357031,5.480329592,7.120260947,9.083982976,7.769353444,4.765640796,7.69080531,4.350920215,Case,0.623018184643747,Case
10.06693927,3.825409467,7.932373131,6.505969134,14.9258851,7.219024652,5.03236376,7.102337841,7.807792392,4.85454694,11.73958606,7.798410943,5.986717945,7.932373131,8.813835429,8.560297495,4.20221318,7.4248923,5.321189639,Case,0.459939010535122,Control
9.783902501,4.406103455,7.732130475,8.723965635,14.86508322,7.581837459,4.857950893,9.74525312,8.482754128,3.930324507,11.28545971,8.345593619,4.754700065,7.732130475,9.394111087,8.64674155,3.81152985,8.12263831,4.840183082,Case,0.864724313572667,Case
10.05090214,3.584087085,8.03041202,5.077839875,14.7547451,3.441273935,4.887820083,8.56661706,8.073983086,2.510189669,11.89605955,8.190020016,5.878410622,8.03041202,9.519880134,10.57669388,4.333061362,7.57698457,-0.680311547,Case,0.852467069365158,Case
9.232938448,5.469837765,6.510246217,10.15275328,14.44294251,10.03447489,3.279957899,8.209216909,8.269794871,4.699682901,11.66920177,7.637258052,5.919333764,6.510246217,8.656628948,7.319269113,2.546179079,7.911461755,7.764828157,Case,0.83597019534014,Case
10.15714724,3.698338099,7.721313313,7.95282023,15.21811684,6.888041673,5.016799276,8.612388453,8.88436652,2.627930364,11.70882293,8.774292132,5.957007603,7.721313313,8.32536814,8.430604298,4.570671153,8.188821574,3.11931399,Case,0.312722543939032,Control
8.788148839,6.402965012,8.227839488,8.549184336,14.38082926,6.669821642,0.431655268,7.571019192,7.043822381,4.620926407,12.00262469,7.476657588,5.850415436,8.227839488,8.737851345,8.727650787,2.314797564,8.116776897,3.214232993,Case,0.894430421953129,Case
10.14428977,4.836736924,6.798932027,6.56288746,14.75703467,6.122157989,4.869591654,8.61142582,7.694364569,3.001123195,11.48943051,8.20503907,5.552139919,6.798932027,9.250399947,8.726528653,3.516194875,8.437075791,3.034101879,Case,0.804992276969896,Case
10.01650562,3.385406236,7.069744539,7.331171444,14.88640391,7.514066549,6.311495484,8.273324363,9.074655731,5.082621948,11.77794171,9.371791305,6.39727248,7.069744539,9.025344084,5.814235274,5.626421935,7.025617985,4.06094575,Case,0.374999098080871,Control
10.6573253,4.040684847,8.214075271,6.894529553,14.83937748,6.744644917,5.995976981,9.08735456,8.302572327,2.603848094,11.64904598,8.303272062,5.847026522,8.214075271,8.561499021,8.223950957,3.674651292,6.259980985,5.036173401,Case,0.409047120240889,Control
9.7644109,7.67342521,9.898553362,8.242598823,14.3506756,7.854958243,2.981295292,7.604312012,8.80159895,6.862678398,12.97009732,7.398367655,7.080079433,9.898553362,8.760178772,8.304170238,1.796650687,9.666173912,1.418573639,Case,0.754133138395549,Case
10.13982594,4.154246843,8.359195619,7.305206931,15.14012345,7.297042594,5.341008428,8.643067592,8.387957647,2.998692948,11.72846492,8.545072314,5.600962158,8.359195619,9.044019463,10.39054726,2.107610153,7.54909858,2.802024027,Case,0.598406483156813,Case
9.623643364,5.649117558,8.958200851,9.091733357,14.77165629,7.954395502,3.765817491,7.822392502,7.456306394,3.505948293,12.32421063,7.998423176,5.704539029,8.958200851,9.803766276,7.513817755,3.580823072,8.120615378,5.031893235,Case,0.724243079373185,Case
9.339481421,5.638503692,9.245536537,9.267498593,14.17177518,9.095666452,2.450534561,8.061953107,7.664204686,4.682408426,11.59044639,7.163828234,6.098423043,9.245536537,9.479502259,8.890964877,3.638073699,7.630238817,5.42710105,Case,0.968388475417237,Case
9.760382802,2.425312472,6.171529685,3.138607998,15.81110212,3.89762328,6.804167288,9.72485674,8.063480771,4.030150867,12.80309254,9.162373091,5.895530084,6.171529685,10.95903463,9.567714884,4.961136895,7.159191261,0.601161516,Case,0.561874979687084,Case
10.20616271,5.023758872,7.828994433,7.791042293,15.5203151,6.423992629,6.908618567,9.234299665,8.931321773,7.595575089,12.68377394,9.738651846,6.955115698,7.828994433,10.90378471,9.150769287,5.09224195,7.46679688,0.594236732,Case,0.613972244875627,Case
10.97605828,3.194716188,6.236836486,5.768269983,15.03592505,7.192800467,6.00811328,9.074453259,8.601232412,5.687172146,12.87388033,8.983662707,6.828493635,6.236836486,10.46470743,7.742368636,6.603790983,6.435730863,2.706179737,Case,0.424853789436252,Control
10.67442483,1.612653489,6.285889559,5.905310484,15.1544428,6.785738659,6.669555283,9.17193587,8.27605456,3.558688763,11.69387075,8.838222796,6.199758326,6.285889559,9.166062409,6.016527636,4.421679991,6.046523187,3.87265745,Case,0.24652197703132,Control
9.290323022,4.694906566,5.806167956,6.742905875,14.50026816,4.415615377,3.156583013,8.771512823,7.1159046,3.912515866,11.94695084,6.922150328,3.878856277,5.806167956,9.901800944,10.18034471,4.858023352,8.126218186,-5.192769191,Case,0.952931931784958,Case
10.25963939,3.709518661,7.091631284,7.292593677,14.77387424,7.110220148,4.755992168,9.542014232,7.915790733,1.981246652,11.66899198,8.194888985,5.84489387,7.091631284,9.145510648,7.913356924,3.959183369,7.579938955,3.386228743,Case,0.742485942303942,Case
8.419083494,6.843816481,8.726682043,10.52992473,15.43896338,7.21737898,1.348915896,7.105016834,6.991882414,5.352001745,13.10870462,7.493081614,3.29250614,8.726682043,9.455137562,10.9430871,3.61044865,8.39656491,4.543182465,Case,0.413218001993459,Control
9.599395462,2.281630639,6.979015083,5.051662371,14.86682309,6.530927362,3.77077294,8.365748842,7.542702732,5.719113516,12.36752086,7.453744207,5.536204405,6.979015083,9.586644329,6.773180461,4.715176401,7.774599861,4.204306612,Case,0.63213531561023,Case
9.374049818,5.134652569,8.685494872,9.050585271,13.78964029,7.756007061,2.975823769,7.69878191,6.512963329,4.32296405,11.47532725,7.497208611,4.947284557,8.685494872,9.054521015,8.255442179,3.366571276,7.943954455,4.724717537,Case,0.963349982027908,Case
9.514141653,4.823169513,8.266463268,6.064134102,14.90693352,6.677535783,4.687476651,9.921366252,8.135033078,4.838094678,12.27932084,7.936535508,6.272756869,8.266463268,8.651573543,7.574847823,3.620669201,7.256173215,3.107277115,Case,0.631269822386123,Case
8.878367945,7.061409921,9.041586289,9.355134829,14.23898137,9.403993144,2.553382549,8.032702425,7.113967643,5.223407637,12.30430679,6.954080621,5.62613212,9.041586289,9.20642875,6.520457602,4.267217907,7.788191415,6.141953091,Case,0.887774806298641,Case
9.311483826,6.515350373,7.700307848,10.51074637,14.31374183,9.854424369,3.398490451,7.711071363,7.320979571,2.952876261,11.72129346,6.862031294,5.413583021,7.700307848,8.905806311,6.88520633,4.387445931,8.149431701,6.534469691,Case,0.85911044077024,Case
9.71837955,5.950774273,10.2126905,9.323540399,13.77165515,9.138203227,3.13787353,8.911764745,6.839854219,3.902568115,11.72647717,5.446499483,5.864332427,10.2126905,8.587623272,7.557162579,5.096094013,7.837508762,3.421739605,Case,0.965145632678808,Case
8.85992478,6.223273218,9.736138507,10.25144257,14.83069596,8.644021653,0.884108194,8.807433326,6.635314246,2.297535629,11.60792134,6.372892173,5.041519658,9.736138507,8.964102288,7.696683329,3.502019389,8.060622695,5.868085516,Case,0.872824625509636,Case
8.735368168,7.790852546,9.702502117,10.36109785,14.84074451,8.700915785,1.393956716,7.640858076,6.883296373,3.613536707,12.45190833,6.850435068,5.962529461,9.702502117,9.223521838,8.666614389,4.03262482,8.950236664,4.833044256,Case,0.840976890818613,Case
10.5949583,1.729354551,8.257188001,4.084347996,15.19869959,4.776624321,6.873143699,9.83048598,8.852514284,4.410180556,11.97763969,8.652742858,6.334412575,8.257188001,9.364638645,4.403885213,6.226339611,7.167931944,1.704590849,Case,0.254265844656808,Control
8.704895848,1.292044472,8.830619987,10.41094546,15.14883796,8.34140299,1.909984732,7.601785663,6.575899556,4.139474671,11.49574068,7.624315387,5.556542207,8.830619987,11.15118462,12.38151714,-2.184410891,9.234187503,4.147546848,Case,0.989158172320335,Case
9.882199731,5.477213043,3.211730911,7.118785234,14.24053909,9.331206367,4.486675067,9.371470606,8.023541976,6.535704634,11.25615625,8.190556058,5.937378707,3.211730911,8.939964752,6.582079398,6.421909679,7.874325492,6.813926623,Case,0.909046472850249,Case
10.00513949,4.327911278,8.933463092,10.71963698,15.74125408,8.978897248,5.570488063,8.610464469,7.732585271,2.52398634,11.58934778,6.406673628,3.379691879,8.933463092,11.15618253,7.939134757,4.408073996,8.789016294,-1.213641398,Case,0.689860600302571,Case
9.095520236,5.066330705,10.37631806,8.998319131,14.1603545,7.202907109,3.49683892,6.990943535,7.942156261,3.761450584,11.04054184,8.24027896,6.325700915,10.37631806,10.08278212,9.071229801,3.624253084,9.359157239,1.55849489,Case,0.989675779272279,Case
10.87072667,4.876517703,7.130420707,8.421867851,14.65904925,8.826924495,5.720900378,9.323350288,8.561896034,2.865276072,11.76746383,8.426848889,5.276237521,7.130420707,10.32784341,10.30498095,3.891349715,7.742170549,3.865584507,Case,0.897016222027957,Case
8.943041675,6.636602096,11.06919496,11.93827013,14.18380728,12.03126669,3.930790655,8.92170663,7.561300798,4.525070942,11.14393551,6.62317773,5.960911729,11.06919496,9.92766527,7.027341831,4.114245894,8.640610462,4.467968536,Case,0.990880287242734,Case
9.879439237,4.950412049,10.87595121,10.87893587,14.84176166,8.084765787,5.148020267,8.695199011,8.574257909,0.802891233,10.87825588,8.111952509,5.717974426,10.87595121,9.992221714,7.726802649,1.420254337,8.366823269,2.776930132,Case,0.923091728133436,Case
8.641330056,5.209401099,10.3311191,8.95277204,14.89519093,8.009169821,3.019884812,8.625454874,8.335137584,5.885367165,11.42661924,8.075727692,6.373321406,10.3311191,9.666056597,8.127550425,4.478520591,8.278478518,4.71737901,Case,0.94589340986754,Case
9.196809839,6.403143014,9.784229263,9.633043937,14.48143229,8.71323248,4.635201054,9.523178519,9.150643875,6.763304461,11.55939964,8.886135992,7.340991303,9.784229263,9.307282259,6.32865796,6.125769646,8.841807204,5.704642701,Case,0.947036870893097,Case
9.577721745,-2.131426392,8.459872097,8.807759796,14.6234923,7.827258761,5.669027591,8.948589832,7.623535652,2.086818746,11.11147316,8.350925956,6.341513219,8.459872097,10.19442683,9.040578307,4.005803244,8.021860291,2.919281976,Case,0.976176575890369,Case
9.623179355,4.68179049,9.265106157,10.91648655,14.73023891,9.051575755,4.534868572,8.557823902,7.775002068,1.48738068,10.91721754,8.109278759,5.165384633,9.265106157,9.122150242,9.059290761,4.196154416,8.613603567,5.081600678,Case,0.909037807037098,Case
10.33243313,4.419895704,9.933472761,8.873544838,14.80357123,7.298894199,5.137406203,9.038887381,8.715107625,5.200433465,11.67997068,8.65612816,7.056780011,9.933472761,9.940480982,8.799373659,4.203674065,8.195666816,1.52490568,Case,0.890360658176681,Case
9.285949406,5.825364248,10.135698,10.51049592,14.6407843,8.878615063,3.424670076,7.449015677,8.125959246,4.943487122,11.4677685,7.461191994,7.540588251,10.135698,9.855842889,9.01754349,4.341067506,9.313515437,4.458777566,Case,0.970889739119709,Case
8.594342842,6.026195037,11.14705374,11.63951999,14.30480361,10.23861091,3.286403253,8.934339728,8.582404669,4.462908974,11.26410361,7.236346126,6.153770981,11.14705374,9.280718006,7.98134497,4.899951741,7.786553322,6.684131261,Case,0.981292305920222,Case
9.927125266,2.120052721,6.664164635,8.349996436,15.23440585,8.344712817,4.561117568,8.541102235,7.19916036,2.142680505,12.9799271,8.210538026,5.437360218,6.664164635,11.23707261,12.15772739,4.45590383,7.994519281,1.96320666,Case,0.872160123441362,Case
9.302915343,4.553172206,10.36193352,10.25751493,14.77277686,9.584775239,3.633157385,9.298111206,7.925763082,5.352734926,11.63660658,8.747762258,5.98178888,10.36193352,11.77663734,9.039169274,6.444456675,8.00535929,5.506393552,Case,0.989735399500959,Case
9.611287557,5.822657231,7.596208384,8.337935821,15.31204575,7.886269101,4.499811923,8.74037699,7.794462411,5.356837142,11.97102792,7.581529227,5.810691407,7.596208384,9.616442664,8.125291178,3.935685818,8.255293676,5.677553271,Case,0.663008746937839,Case
10.16003733,3.903748034,6.36492168,5.199261857,14.55133553,6.778351915,4.855121386,8.680424825,7.07762956,3.810545722,11.82481384,7.497425608,5.109790134,6.36492168,9.264383697,8.35513613,5.388847633,8.05226905,3.44179331,Case,0.804633066335795,Case
8.975730444,6.133953941,8.664966139,8.994460415,15.61217962,7.322635969,3.840887492,9.694784503,8.087454651,5.124937904,12.41098276,7.694736206,5.438903488,8.664966139,9.4711292,10.88005818,3.793498131,8.348463259,4.773145114,Case,0.738902361094718,Case
10.1119191,5.347314938,7.219281522,6.124555745,14.45564379,6.997946022,5.046979615,10.16315432,7.685089718,4.247786804,12.11242061,8.047069709,5.840439936,7.219281522,9.734738325,10.93726986,5.343411319,7.734426156,4.395423224,Case,0.95775210486106,Case
9.429312011,4.608051202,8.596114086,9.008642528,14.98845999,7.833379041,4.278902336,9.775023485,7.017582463,5.526784308,12.51211032,7.420994019,5.399854467,8.596114086,9.822061635,8.403117654,4.959612602,8.476988011,4.512803364,Case,0.841367302015444,Case
8.711032546,6.645505231,8.815947563,10.54491419,15.50388389,9.465054312,1.498627468,7.356367779,7.538493641,2.424130441,12.69542445,8.52587653,6.164043468,8.815947563,10.01623767,10.4906486,-3.620135538,8.93038053,3.052038933,Case,0.712840615168307,Case
10.19310816,3.418078667,8.374820461,7.747273084,14.93707083,7.449390368,5.579061038,8.830049047,7.745348688,4.514013095,12.00083102,8.815777848,5.523248902,8.374820461,9.104505526,6.655749696,4.579479271,8.524392364,3.079895934,Case,0.454602182073558,Control
9.50286851,5.698776455,9.253986809,8.602845425,14.77967876,8.133156181,3.330886998,8.167306688,7.630051161,2.98353581,12.10595575,6.772655166,5.58474916,9.253986809,8.977051805,8.625486189,2.66612609,7.908113002,6.154962761,Case,0.744729495449393,Case
10.32146421,3.92055861,6.309188012,7.945722928,15.56435763,6.460292625,5.713414462,9.985650485,8.437074077,4.16632338,13.00908378,8.952867051,5.954725951,6.309188012,9.973624101,8.526147236,4.61915702,8.40862358,3.607266824,Case,0.341155530244401,Control
10.12560391,5.130539502,4.659227697,10.65043407,15.00520681,11.4288126,6.611334085,9.193364297,7.827626885,7.206326087,12.49428855,8.307332324,6.223092036,4.659227697,11.81946646,7.931855864,5.916862084,9.094072209,5.248138035,Case,0.941056672040281,Case
9.31349981,5.404247985,9.512630005,9.533343011,14.50177299,9.930020376,2.076534774,8.367037782,7.563763003,4.660679831,12.3917545,8.096762882,5.530035883,9.512630005,10.17681923,8.612841895,4.978333759,8.106567336,5.646149644,Case,0.923395593393169,Case
8.519176811,7.259669159,8.603173735,9.298459332,14.68015753,9.023321389,2.579978985,7.504337234,7.217395534,4.265129557,11.96934386,7.055174225,5.382793236,8.603173735,10.29531208,8.425599229,3.918104652,8.902595261,5.45585659,Case,0.962558413903333,Case
10.26089112,3.527602534,5.942617493,4.434618888,14.5953339,7.754310867,6.28620661,9.689956871,8.354954603,6.392746353,12.04018512,8.975277892,6.498881024,5.942617493,9.366579628,6.459055529,5.67417177,7.074917721,5.144187181,Case,0.70240908389031,Case
9.391132727,7.307828111,9.893844395,9.133209914,14.31491065,8.954850949,3.211670635,9.382543447,7.6690398,4.683044193,12.172273,7.060895385,5.429491964,9.893844395,8.282201376,7.931622172,4.257228873,7.956453637,7.563094147,Case,0.83112155006082,Case
7.50314593,6.868739523,6.53519529,9.538018425,15.13934756,7.645992263,2.244295553,6.716203222,6.763138238,4.935858586,12.48513364,6.870869962,4.852303223,6.53519529,8.829190872,8.368787077,3.124864675,8.614125228,6.065509847,Case,0.689863059900206,Case
9.731676528,4.825501201,7.100590501,8.661840676,15.5979629,6.087453624,5.373671863,9.551242279,8.251063122,4.050060892,12.05680941,8.542884983,4.738392021,7.100590501,9.39699373,10.2506641,5.052672518,8.204458115,0.90112811,Case,0.511286395625358,Case
10.76185602,2.28319279,6.341577452,8.656911371,14.64952486,7.537246587,4.751712309,8.545559525,7.587851465,4.903804357,11.63737008,7.675979931,6.223006621,6.341577452,9.531601277,9.888635195,4.310362346,7.834739097,4.199161156,Case,0.84993706413796,Case
9.175281808,5.053822879,8.232868094,8.152244225,14.83536243,6.819249908,2.883747218,8.532077777,6.408186898,3.36253711,11.48086456,6.663360521,6.002065679,8.232868094,9.187594584,7.787611023,4.340836451,7.20208685,4.341530717,Case,0.874628216178972,Case
9.652258376,3.351815439,6.069481533,6.908570645,15.26437306,4.544161654,4.937560709,9.606532474,8.287251098,3.411970393,11.7600027,8.203774501,5.518622805,6.069481533,9.042989103,8.641800395,4.71284116,7.102693126,0.617999776,Case,0.590699095890556,Case
9.020391631,5.061966973,8.840098596,10.42086714,15.79035344,8.126834333,3.155827117,9.010109442,7.939377843,3.047511249,12.57594418,8.108185285,5.652142589,8.840098596,9.5608588,7.112639429,2.129218586,8.406299636,5.857534468,Case,0.328122427770526,Control
8.876451409,2.976076723,6.718842436,7.996380586,15.53457113,5.949795923,3.402036179,11.20386868,7.245681524,2.181625266,11.61305621,8.023120804,4.835060098,6.718842436,8.985612878,8.21697526,4.167232025,7.876904413,3.23453687,Case,0.749156696561576,Case
9.79272473,5.912925736,8.130400282,8.958852558,14.51586068,8.927378653,4.098057633,9.771333048,8.09829365,3.909561172,11.70031433,7.503962453,6.257422727,8.130400282,8.288316401,7.584694424,3.614853449,8.15950215,7.990426836,Case,0.822432114858905,Case
7.906365507,7.817506805,10.40787647,11.10474323,15.07626076,8.002650587,-0.184990004,7.974693727,7.186900488,2.52624433,11.83662972,7.65567671,4.908902561,10.40787647,9.230787559,10.60880578,4.005557815,10.20421666,3.070192429,Case,0.946079832795258,Case
10.29773741,1.620887355,8.054620482,8.716457626,15.64249716,5.415668672,5.789392662,8.511539479,8.092254941,3.770963224,12.76099186,9.012094409,6.449551334,8.054620482,9.773612008,10.00512793,5.431581409,7.995739739,0.46061971,Case,0.292070103017891,Control
9.706462778,3.631935936,7.165887739,9.790902376,15.13069175,8.358158339,5.903904185,9.295972898,7.453528685,2.577252958,11.67729989,8.027588225,5.208548885,7.165887739,9.782828738,8.503300797,4.574907936,8.12665832,2.806183885,Case,0.805477178069167,Case
9.451466162,6.011392505,9.04608948,7.115306842,14.87422168,7.542548383,2.030075335,8.802329943,6.213733671,2.810949601,12.03612126,7.399550656,5.427112012,9.04608948,9.796833958,8.890623507,3.320901275,8.293576032,4.280769852,Case,0.885376344978054,Case
10.13859344,2.721545063,5.31136362,6.212900641,15.31127083,6.24295407,5.399918186,8.201812957,7.758899702,3.036271537,11.84745816,7.837155696,6.36936429,5.31136362,8.971200216,7.254867628,3.623836065,6.961242117,3.83727563,Case,0.294439551234197,Control
10.30887844,4.369862822,5.721946636,6.966562769,15.93796589,5.682332519,5.643056751,9.216996009,8.498077827,5.406208868,13.12080407,8.824777887,6.429424023,5.721946636,10.14401182,7.130763589,5.16944801,7.229608161,4.192678003,Case,0.105508219301418,Control
9.548301193,4.567570024,5.035565205,8.175820644,15.71344004,7.455353479,4.121616055,9.047477224,7.221231723,3.873312942,12.6262696,8.089322277,6.265567839,5.035565205,10.41161196,8.736892375,4.738516728,7.967627588,2.554864874,Case,0.583668820865004,Case
7.659183232,3.588350143,8.750396655,8.76125282,15.33365056,7.448261686,2.767480974,10.68664762,6.455984692,2.931118792,12.10715609,6.944916682,4.874949195,8.750396655,8.953892526,7.674178295,4.300596975,8.290052652,6.661519806,Case,0.884864025300717,Case
10.67473404,3.994682738,7.593891243,6.614517877,15.59103419,6.555967578,4.260476934,8.510682853,8.290918864,3.571159153,13.23492189,9.357554751,7.751596629,7.593891243,8.888459304,5.398176041,4.617295522,6.804162202,0.785578087,Control,0.0278458119458041,Control
11.53755862,1.71997376,5.037461506,5.122151647,14.33604526,6.087470391,6.105102182,10.80290584,8.853008997,3.292586546,12.58036429,9.710769298,5.450999936,5.037461506,7.453657908,4.074680009,4.685003448,5.763879457,1.368551265,Control,0.0503687012143112,Control
10.02416406,5.431073134,9.626664632,9.55585752,15.22203522,7.155062163,4.138579322,8.576073264,8.498694962,3.45587229,11.99680028,6.567257009,5.857184787,9.626664632,8.976853168,7.824996588,3.018524044,7.961298056,3.898787035,Control,0.471095797339304,Control
9.51119553,5.454994575,7.99314291,9.285341561,16.00749664,8.062411275,3.795426733,8.423729141,7.568737448,4.651962787,12.79779204,9.145217402,5.431980696,7.99314291,9.949200221,9.770270408,5.133348364,8.108425023,3.790630158,Control,0.22334040196613,Control
9.215265955,5.840332213,8.982642666,10.56779777,16.26992341,8.694191504,3.611504983,8.906929019,7.666976792,2.995426571,11.8214834,7.73452063,5.958205243,8.982642666,9.705351173,9.168543283,3.93949449,8.211049324,4.003130079,Control,0.404702705306998,Control
10.82372247,6.222482522,8.784383952,4.841979114,15.27480731,5.915326784,5.543347722,9.400944267,8.651091631,5.530324469,12.54543189,8.825822329,6.62697942,8.784383952,10.34489293,8.216183071,6.016975732,8.384607075,-1.009138831,Control,0.548243037717552,Case
11.66043082,3.80775549,5.868111432,7.516518525,15.86474458,6.309504784,7.729533497,9.524861625,10.27029071,3.30406513,11.84953757,10.18037208,6.288972636,5.868111432,8.339983723,7.650097888,1.995196972,7.237288227,2.075671078,Control,0.0224200469765816,Control
11.5574062,3.45651743,5.867989401,7.606657435,14.67211196,7.306673288,5.150904736,9.581451909,8.721165091,2.472974605,12.66044468,9.521100916,6.659320327,5.867989401,7.482522205,8.037293069,5.317788494,6.068009438,4.994680971,Control,0.0684030937342201,Control
10.346959,3.930738323,6.964457376,7.849733453,15.87544786,6.48310106,3.961345313,8.40724178,7.561868742,4.886994694,13.73219362,9.100651875,7.776307256,6.964457376,9.426049259,6.546738336,5.60398383,6.888652962,2.738359808,Control,0.0313952478246122,Control
10.62529405,4.057970786,4.869935385,4.59290264,14.99767101,4.778867588,6.640544118,10.55584221,9.103400709,2.731882501,12.71084974,9.258908627,6.343205911,4.869935385,8.145787227,6.99106012,5.542957285,6.706229977,1.628727883,Control,0.147907277386969,Control
9.541577109,5.140519162,9.152341895,9.506289782,15.92640073,8.912908778,3.541149795,9.027473463,7.788529082,3.653944984,12.04469461,9.218792319,5.962359213,9.152341895,10.01371657,8.953426127,5.453809742,7.79287317,4.821059202,Control,0.429231476298526,Control
10.16815791,4.239959397,6.815455508,6.89337934,15.4551244,5.691514222,5.811394503,10.20899453,9.003503153,3.336522786,12.94872879,9.242501885,6.203587976,6.815455508,8.624736946,9.509207909,5.223071065,7.280870173,3.412899205,Control,0.191974606633555,Control
10.6106995,3.657749525,6.733242386,8.279466022,15.20454619,7.640578294,6.081185749,10.36421772,9.069429899,3.491001848,12.95161745,9.614347364,6.690424911,6.733242386,8.886254734,6.21174804,5.196607033,7.340514171,5.502595198,Control,0.142726356693737,Control
10.2213554,5.41820888,7.744761399,7.685134606,14.86048487,7.353248701,5.24668059,8.112797561,8.527801902,2.49328269,12.29560998,9.121193885,6.321907286,7.744761399,9.380819725,8.021996689,4.947659678,8.348866717,2.782164482,Control,0.533756043800249,Case
10.69702284,1.622271671,7.107011876,6.502478694,15.10890587,6.944015251,5.852380076,10.4241979,8.813533354,4.035392564,12.51076038,9.101012706,6.519208548,7.107011876,8.365132174,6.659283856,5.420778486,6.731880018,4.65238848,Control,0.156165290167047,Control
10.04963008,5.342814164,8.90344092,9.823905652,14.50816273,7.557449683,4.717178904,8.930961707,8.041383091,5.194100967,11.61838309,7.497011592,6.621607307,8.90344092,9.535209938,7.355468502,5.609663202,8.347473077,5.148833432,Case,0.912750648978846,Case
9.082162486,5.71545778,8.515472696,9.319611226,15.43240518,8.692232269,-0.070983187,8.805460788,8.513839214,1.468689511,11.98254044,8.455754334,5.608752727,8.515472696,10.00165689,9.619513363,2.625501776,8.155048713,5.827425069,Case,0.792845044330385,Case
10.41954044,2.609005266,5.411372308,4.93288437,13.76170968,1.272625815,0.282780497,9.585730193,4.331419884,6.7228643,12.01003539,6.782471285,6.773972508,5.411372308,7.81236694,2.981141111,2.920009293,5.408289969,0.40562195,Case,0.588787887504736,Case
9.031521535,6.048566025,5.765191335,9.329465843,15.18514011,7.776870543,3.981283365,8.351294824,8.099398871,4.823163417,12.03547338,7.909066195,5.820743632,5.765191335,10.29789547,9.658434878,5.635423566,8.742727277,4.283148122,Case,0.907568473469158,Case
9.98137167,2.653924355,5.449344119,4.97946272,15.79726689,8.895816457,5.560361836,10.00894115,6.87711332,2.764989107,12.60409101,7.773584181,3.426807074,5.449344119,10.36186299,8.193458128,6.130713454,8.0860276,0.461863039,Case,0.324114570975915,Control
8.196522814,6.871716021,6.621004358,5.414495221,15.43093705,6.257771597,1.718765325,8.38144567,7.69195558,2.245155335,12.38254221,4.347925326,3.67673606,6.621004358,10.42047214,9.277885636,3.308028463,8.601897898,6.438094787,Case,0.905115653809665,Case
9.538341813,6.461232808,8.319908992,9.447879365,15.07118219,8.518644097,5.037232952,9.422323416,7.606972712,4.756503798,12.39079776,7.994114411,6.006802952,8.319908992,9.730447839,8.045812663,5.794455919,8.5526737,4.042664476,Case,0.777959522468801,Case
9.98844103,6.517513361,7.927255771,9.180250525,14.74919448,7.029000145,3.318508512,9.050705085,7.482517187,1.659661339,11.9418365,7.269504467,6.463993707,7.927255771,9.524185467,8.244825536,2.793369265,7.405119256,5.184440868,Case,0.845112746668956,Case
